polymer,concentration,mean_particle_area,max_particle_area,total_particle_area,particle_density,particle_count,mean_circularity,green_std,red_std,blue_std,S1,S2,S3,S4
NYLON,3.5899,880.3582,5019.8298,12815.2226,0.0283,13.0673,0.3368,9.4432,33.1492,1.6229,547.4375,482.0189,422.7258,326.3188
NYLON,0.3538,280.1466,1712.9773,15859.7915,0.0498,54.8947,0.4977,12.5251,35.6125,3.0134,141.0166,195.1948,119.6493,51.6726
PVC,0.1595,161.1482,1938.6799,5557.1495,0.0198,36.4736,0.5658,5.9212,29.0552,1.4894,70.9127,31.7997,82.124,84.972
NYLON,8.0031,583.3693,3048.47,13984.6116,0.0292,22.5902,0.4858,14.5056,37.3729,3.0425,739.0416,620.2088,555.9567,372.7593
NYLON,1.4011,1309.0366,7752.9728,39279.4244,0.0893,32.6525,0.4202,18.4046,51.04,4.1138,447.8728,340.9088,238.6704,197.2135
PVC,8.3143,117.481,505.9888,3033.6742,0.0092,24.0988,0.6414,3.9465,19.2882,2.3313,692.2818,608.8205,512.6,357.6138
NYLON,8.933,568.9406,4042.9072,14333.607,0.0352,25.6531,0.4071,10.0145,23.1789,1.5507,786.6609,682.56,489.385,427.7151
PVC,9.795,735.6005,2975.4442,26548.177,0.0235,38.6058,0.5025,11.345,32.4064,2.5298,945.7119,724.0486,712.8578,543.3641
NYLON,8.4286,556.8717,2546.8607,14561.8347,0.0393,25.8277,0.519,11.2922,40.2962,1.6444,737.5623,585.8529,517.6582,308.4249
NYLON,1.2549,734.382,2468.4796,9624.1441,0.0256,13.2768,0.6153,13.3539,41.4404,2.4487,259.5805,230.1209,154.2021,150.5737
PVC,1.0261,87.2324,365.972,4313.7981,0.0138,41.8757,0.7317,2.6,20.0058,1.0814,414.9601,254.4369,226.0147,163.3941
PVC,3.1981,3774.1693,15922.3309,32301.8698,0.0263,8.9416,0.385,13.4971,35.1001,2.8132,945.1322,745.6191,596.9368,479.2321
NYLON,2.5521,1519.393,4125.6675,5988.1898,0.0127,4.1698,0.3943,6.0476,21.6825,1.1966,464.316,437.3269,322.5642,238.7209
NYLON,0.2712,455.6831,6987.874,15824.8414,0.038,36.2631,0.4143,9.9829,22.2134,1.6785,92.916,58.6388,64.5471,52.2815
PVC,0.1338,186.217,774.2232,4310.6464,0.0128,22.6845,0.5921,8.3112,24.8358,1.7779,66.6994,77.7147,76.9727,87.1567
PVC,2.2239,112.9444,270.482,3245.9582,0.0103,31.2969,0.5583,4.6226,15.2346,2.366,506.1095,422.7582,348.41,301.3049
NYLON,3.707,1803.9715,18998.7955,86374.9619,0.0716,45.711,0.4083,17.7013,49.5872,2.6005,696.3061,582.157,475.3534,348.7169
PVC,0.108,224.1536,1022.8419,5692.8947,0.017,23.5842,0.5388,4.9745,21.4784,3.2491,13.7961,23.2854,64.255,0.0951
PVC,0.1461,309.9116,20040.8533,26732.2696,0.091,91.4864,0.3278,6.8062,17.6069,1.5062,152.3647,122.3892,64.1636,73.1027
NYLON,0.3386,312.2093,2899.7845,7161.7177,0.0159,22.7379,0.5129,9.0858,26.4793,1.8146,61.6047,0.0,29.6162,22.5599
NYLON,8.4113,332.5445,3818.3224,8528.0637,0.022,27.5209,0.4154,6.3289,16.4143,1.6362,727.4974,672.9667,381.176,385.3654
NYLON,0.476,1544.2765,7838.6202,23412.0498,0.0506,15.5899,0.3972,17.5925,43.9914,2.3991,207.1774,208.0723,164.9966,153.232
PVC,8.3827,453.7112,1334.3149,6526.8857,0.0211,14.8911,0.3921,4.9907,23.7649,1.0951,916.9896,649.5938,513.4698,559.8952
PVC,0.9028,91.0297,214.8075,1022.6049,0.0035,11.372,0.534,2.7789,8.8079,1.277,193.5401,196.4173,154.9567,111.5312
PVC,9.9078,225.8187,1048.3765,5458.965,0.0181,24.0963,0.575,4.9359,21.7188,3.2682,761.693,696.6717,549.193,408.8697
PVC,0.3802,1014.86,9630.4157,33726.5195,0.0286,35.5768,0.4916,12.2898,34.8837,2.5385,263.4766,224.3321,201.4826,109.1472
PVC,0.534,209.9462,1598.4145,10972.9808,0.0356,49.9324,0.3226,4.3785,10.94,1.3353,199.4914,124.2062,154.9285,158.2057
PVC,7.7497,87.9539,274.5564,1787.2498,0.0057,19.5014,0.5743,3.1091,11.6697,1.1383,857.1286,662.9078,471.3792,400.2184
PVC,9.6134,120.5052,552.7972,6413.8697,0.0213,51.6587,0.5868,7.0966,25.3518,2.1341,912.8782,677.3298,635.5011,481.6474
PVC,1.6735,132.6531,602.096,6224.5278,0.0202,46.3489,0.6562,9.6566,31.1178,2.6064,373.7921,322.9382,293.5904,185.8071
PVC,3.8584,179.8066,806.8363,6087.1157,0.0194,33.0026,0.5102,6.412,26.2092,3.2965,663.7677,645.9532,467.1943,333.5916
PVC,3.5182,154.3292,417.3932,6735.0815,0.0235,45.6114,0.5689,7.6912,27.8143,2.2464,605.6563,518.1364,399.8769,311.7768
NYLON,6.5979,2064.6585,19430.0131,131205.5085,0.1046,59.5822,0.3838,20.7933,54.7084,2.7572,790.088,714.118,650.3668,421.0126
PVC,0.7806,122.683,1258.74,4799.1224,0.016,41.4612,0.6361,5.2251,23.5354,3.6972,185.5415,213.6944,199.2891,74.3686
NYLON,0.5844,1042.0721,7066.3808,24894.7434,0.08,25.2338,0.4451,16.0863,45.659,3.2417,262.032,258.6974,151.2061,187.5986
PVC,0.1432,113.7725,592.6964,2478.6509,0.0075,20.4124,0.6281,4.1777,17.6329,2.2532,41.2962,69.7332,31.9915,32.7651
PVC,8.4334,232.0868,1894.2439,13206.7564,0.0405,55.2506,0.4892,5.7043,30.4898,2.2703,870.5724,759.4401,488.2487,383.2762
PVC,0.1234,145.6936,389.2563,3387.3101,0.0108,22.0894,0.6275,6.4681,19.0714,1.4674,35.6043,77.9254,63.0942,58.132
PVC,0.1879,1018.642,7202.2617,27977.2937,0.0218,27.256,0.4876,9.8996,30.4112,1.8802,117.217,115.2596,73.1107,55.5831
NYLON,2.3543,787.9544,9605.3789,26287.4467,0.067,37.3859,0.5162,19.9157,45.6749,6.0284,538.1154,455.2304,379.0793,274.0221
NYLON,1.3342,4491.473,39477.9748,93811.7316,0.0711,20.6551,0.37,20.2565,51.3728,3.4287,492.6107,479.2441,329.3052,318.885
NYLON,2.7372,174.2243,1787.7176,3217.8889,0.0082,18.1489,0.4828,5.5032,12.0557,1.2961,477.0089,498.1667,334.1216,243.5141
PVC,1.622,240.7832,8146.3839,17215.8321,0.0566,76.9925,0.4438,5.9465,17.7743,1.5982,494.2049,336.1588,356.2573,280.4192
NYLON,6.621,364.2923,2581.9821,13040.6682,0.0302,36.4904,0.4354,5.8259,22.3251,1.518,699.3948,594.0952,415.6057,347.0427
NYLON,0.6322,437.2363,1771.008,11241.3143,0.0269,27.4449,0.4257,10.4883,25.1193,3.1084,146.1096,155.2772,112.3604,69.1869
PVC,1.5648,137.8712,623.2042,4868.9072,0.0161,35.5219,0.6004,4.994,23.0869,2.7719,375.7919,363.7818,272.3541,200.7555
NYLON,0.9638,1901.3602,24262.4396,109325.141,0.0858,57.7275,0.4236,18.4697,52.2061,3.4821,364.6877,334.2824,294.7481,234.5486
PVC,0.2086,1858.399,16684.6355,37560.4268,0.0323,20.2949,0.4098,11.3092,36.48,2.7868,233.3404,230.0543,147.4182,141.6545
PVC,2.3165,117.0532,570.0362,2320.9772,0.0079,21.715,0.6301,4.1481,16.9365,2.3253,530.7691,393.9183,363.8151,233.3502
PVC,0.6506,279.5668,493.7248,1125.3987,0.0036,4.1475,0.647,1.8927,12.9334,1.3486,134.7953,104.4294,68.5126,108.3998
PVC,0.4143,1602.0313,20769.2416,102456.4194,0.0863,64.3232,0.4437,20.7292,52.0688,5.7101,335.9906,260.0177,228.0677,184.615
NYLON,1.0251,1783.5512,21944.9419,101071.4503,0.0783,53.9172,0.4014,14.1139,50.199,1.6584,291.8792,267.5821,253.3751,165.7548
PVC,0.3248,1187.8193,3836.7193,43594.8483,0.035,35.7651,0.4844,15.0927,38.0659,3.0416,235.5041,200.7366,143.7128,130.1628
PVC,0.7258,155.0773,421.7439,6987.4736,0.0222,43.3868,0.5895,8.2025,27.7802,2.1514,200.4689,194.6081,129.6551,78.7849
NYLON,7.3573,1808.5247,10019.274,27196.468,0.0639,16.6199,0.404,15.3564,46.5711,2.6757,780.3074,720.4444,506.415,446.2234
PVC,1.0994,121.4873,629.7216,4327.386,0.0146,36.8194,0.6401,6.4389,23.1245,1.4771,300.1872,348.485,227.0639,257.0939
NYLON,0.3627,1579.7248,20760.2183,61948.6897,0.0521,42.0382,0.4063,18.2617,42.3997,2.4499,170.048,149.8825,143.6433,121.0235
PVC,3.9983,66.0909,265.1628,1676.5853,0.0052,25.9996,0.5431,2.6427,8.8465,0.9629,713.9974,573.9154,451.6452,316.2966
PVC,0.1768,160.7158,542.7637,831.4664,0.0027,5.0536,0.4977,3.1901,8.3066,1.6117,89.7786,99.298,47.029,54.0113
NYLON,3.3499,946.8302,8316.9319,25990.0128,0.0617,28.4012,0.3701,15.8099,43.6122,2.7866,653.1064,482.8539,329.4484,315.7024
NYLON,0.1941,3266.441,18729.2385,53936.9894,0.0457,16.5139,0.4008,16.6612,44.6599,1.9797,235.8692,183.777,119.5457,128.2685
NYLON,1.006,933.5537,4368.6231,17332.4071,0.0377,19.0108,0.4363,14.2852,41.9397,2.4974,360.2642,250.1582,227.6713,186.1452
PVC,1.8953,168.7452,972.9453,7068.2251,0.0242,41.3195,0.5435,6.8689,25.2856,2.2939,453.8646,362.7282,239.7147,239.074
PVC,0.9974,519.8983,6607.9292,19469.2106,0.0608,35.9557,0.5047,10.6945,38.4593,2.2595,365.6749,328.1072,198.6521,236.4372
NYLON,0.5054,605.4046,3636.143,22869.6392,0.0557,37.3058,0.492,18.6266,43.7717,4.7241,185.1719,136.5755,153.7456,143.1156
PVC,0.4764,80.5907,216.2318,2501.6225,0.0077,32.0153,0.6074,3.3504,13.114,1.7965,162.8554,82.5022,83.1202,72.6427
NYLON,1.366,373.358,2893.4902,10909.6273,0.0276,29.8019,0.4638,12.7835,26.591,2.919,300.5153,267.3855,211.9987,112.9133
PVC,8.0304,130.4267,410.0339,3607.3835,0.0119,26.9562,0.6997,4.24,23.3876,1.3745,775.3013,686.1942,494.2274,387.0688
NYLON,0.4474,751.0778,4249.9598,16193.4256,0.0373,20.0666,0.4428,18.2417,39.8184,4.4053,216.9557,169.1382,150.0552,76.3999
NYLON,0.1378,1326.1278,4606.6017,8899.7227,0.0246,7.1529,0.4312,13.5416,38.379,3.725,87.6331,67.4343,71.1196,118.5927
PVC,2.1824,115.3853,395.4082,4362.1187,0.0146,38.2088,0.6778,5.4256,22.8709,3.0825,543.0008,458.8132,320.866,253.1943
PVC,3.8554,141.681,569.7767,4964.9584,0.0164,35.5904,0.5878,4.7442,24.171,2.7341,614.0918,544.1701,489.0291,360.8117
PVC,0.2507,157.2542,684.1352,7698.6363,0.0231,49.6759,0.6457,4.8042,26.3909,1.454,221.1162,101.5087,133.8537,135.3586
PVC,0.6969,153.6998,476.5228,2553.4804,0.0072,16.3348,0.614,4.5068,14.8621,1.1469,241.1837,223.7327,183.2409,175.6553
NYLON,1.0139,325.5968,3220.0704,9704.2699,0.0218,28.4988,0.3891,7.5491,19.2267,1.8532,209.2515,213.0809,125.956,88.6081
NYLON,0.7866,1726.3075,22336.581,93767.8469,0.0753,53.4955,0.4291,14.9556,52.1603,1.7577,318.6151,280.1176,195.1365,211.4282
NYLON,4.5716,260.9314,604.2002,2922.9651,0.0089,11.327,0.5995,5.8947,16.0041,1.5033,635.5588,517.6436,502.0845,319.0502
NYLON,0.2486,446.4628,2569.6055,6396.4576,0.0157,14.2253,0.4756,7.9232,21.2062,1.546,69.1504,34.5769,69.5746,44.7786
PVC,0.3482,183.5075,566.4521,1877.5076,0.0058,9.8065,0.5955,3.6586,12.1994,1.7998,115.1759,117.2279,137.2421,98.6359
NYLON,7.8697,1210.426,5290.2121,16427.9296,0.037,12.6464,0.4227,11.599,34.0947,1.7751,855.0007,640.7668,493.327,381.7741
NYLON,1.7474,457.1716,3123.0872,13982.6027,0.0326,30.4813,0.5501,15.4626,33.6233,5.2495,396.4639,320.561,235.063,175.6323
PVC,0.7258,152.2431,475.6714,4692.3895,0.0151,32.9545,0.509,5.3095,20.0445,1.5713,223.5128,146.5914,184.3894,149.0497
PVC,7.6124,76.4397,311.0482,3283.2494,0.0111,40.2911,0.4706,3.4132,9.4719,1.3386,809.4001,622.6902,492.3185,376.5654
NYLON,0.1285,2088.8197,23625.4316,28806.1133,0.0658,13.6975,0.3816,17.4494,45.9817,3.3584,148.0955,178.8684,108.8377,114.6058
NYLON,2.2689,648.873,2405.6495,13773.0061,0.0283,21.3919,0.449,10.4737,34.2386,1.7642,429.9696,329.4571,283.2682,266.448
PVC,0.5345,121.869,494.2397,1630.4588,0.0054,12.7028,0.6137,3.6361,11.0564,1.1068,192.4632,129.5328,123.5868,88.7517
NYLON,3.0541,538.7903,3166.8534,12507.0895,0.0322,23.8084,0.5073,10.1555,35.9381,1.6888,522.1056,407.5675,324.7758,312.1349
NYLON,1.0652,613.0447,3459.6272,27617.4757,0.0642,44.2353,0.422,18.1975,43.0906,3.7304,300.1417,249.2952,194.3827,174.8357
NYLON,0.8914,409.926,2695.138,10045.5313,0.0247,24.8235,0.5914,11.2258,26.9815,3.7517,266.3437,165.8662,113.7207,103.727
PVC,7.6531,492.0112,1851.1121,14415.4864,0.0471,28.2279,0.5156,5.6607,30.431,1.3473,844.2129,684.692,596.719,389.7396
NYLON,0.8961,2122.488,23393.784,101384.8079,0.0833,49.9436,0.4685,25.2282,62.5832,4.5043,353.7366,341.4633,309.9349,211.0906
PVC,0.4599,145.3674,373.4667,3267.4856,0.0115,23.727,0.5984,6.4325,18.546,1.5109,150.5979,123.8374,125.091,61.6648
NYLON,1.3619,1209.4815,4893.9184,24649.3061,0.057,21.2024,0.5058,25.4115,46.9287,8.0581,375.8752,377.7924,324.5333,272.9882
NYLON,0.3002,362.0448,2211.2221,17427.9027,0.0394,46.2418,0.3955,9.685,22.7497,2.0664,51.3937,146.833,72.1496,48.0964
NYLON,3.536,2374.522,18250.9254,60672.5188,0.0488,24.4073,0.4827,15.0707,43.808,2.1448,700.9413,552.3677,509.4637,377.1695
NYLON,2.173,329.878,3507.1045,10122.8877,0.0226,30.4426,0.5244,7.8431,28.0381,1.4971,412.752,313.3685,270.8104,195.7856
PVC,1.3518,241.8566,8470.5341,16244.6454,0.0542,70.6059,0.4529,6.4936,18.5872,1.5624,424.0311,323.7786,255.0118,231.9784
NYLON,0.2197,2368.9501,13905.947,24386.8981,0.05,9.6936,0.2826,9.9719,39.8945,1.609,201.5627,173.383,158.5154,101.2628
PVC,1.0473,148.0857,273.5974,924.0597,0.0029,6.1691,0.5597,3.7514,10.9293,1.3844,253.7358,271.2384,208.1379,215.2842
PVC,5.7959,148.2378,447.8339,4749.1068,0.015,32.0263,0.5256,5.2486,20.1455,1.529,716.7713,602.2971,414.7426,351.0602
NYLON,1.173,770.0528,5460.417,9571.6261,0.0264,12.8382,0.5288,9.9867,36.7903,1.8775,288.1743,231.1389,192.1833,137.1958
PVC,1.2597,105.8064,272.275,2860.3543,0.0101,27.239,0.6752,2.4622,12.9224,1.2044,325.2311,272.2975,226.9206,266.709
PVC,0.4033,114.854,422.6797,5046.1226,0.0171,46.8262,0.7004,5.1407,26.0127,1.3899,122.9594,116.627,113.1944,225.9456
NYLON,0.4571,1192.4214,9496.7596,13297.4036,0.0296,11.221,0.4804,8.8273,34.2525,1.4193,166.0337,143.9342,131.5505,130.4088
PVC,0.562,505.4578,1901.2744,14581.5984,0.0477,29.3475,0.4718,5.5489,29.1221,1.392,252.287,254.9207,208.0518,119.845
NYLON,8.3456,313.987,2868.3767,9451.68,0.023,30.0233,0.5323,12.6213,29.225,3.9932,758.975,620.6841,581.4891,401.2649
NYLON,0.3315,1863.9934,6684.1674,11522.1755,0.0236,6.0595,0.4967,12.4952,33.695,1.3915,100.044,116.1108,58.4016,198.7411
PVC,0.2901,122.6616,1305.7994,4742.0632,0.0161,39.4957,0.6485,5.5966,24.111,3.528,114.6292,111.2986,41.3503,63.3722
PVC,0.4568,743.6662,5379.5432,55794.9513,0.0437,72.061,0.4318,11.9243,35.4888,2.5998,201.4151,234.3097,192.0583,106.8977
PVC,6.2013,526.2302,7203.8764,13690.3984,0.0448,26.5862,0.5669,9.3896,42.4584,1.6047,702.3152,718.2553,599.9337,411.8568
NYLON,1.6445,333.0931,1178.666,5290.7624,0.0137,15.2494,0.4866,5.5389,13.8853,1.4621,329.7608,285.4544,239.7321,189.434
NYLON,0.2308,1367.3493,4652.9954,11570.1954,0.0313,8.8497,0.4874,11.3659,43.0406,2.3768,79.6624,84.2323,32.4102,9.0772
PVC,9.7077,132.4008,533.1786,2506.2177,0.008,19.43,0.5696,5.385,20.3735,2.6201,840.5453,747.2358,523.2883,448.5609
NYLON,7.9182,280.3285,2524.0984,10859.7438,0.027,38.5901,0.5027,11.7217,25.5032,3.0466,776.2292,630.8361,503.7331,416.2929
NYLON,0.5727,403.7781,3151.1729,12622.6398,0.0329,33.9771,0.5035,10.5836,24.9395,2.5111,134.2724,178.1318,106.219,121.102
PVC,7.818,122.9978,1010.8241,4426.7634,0.0142,31.9831,0.6228,4.6995,21.2979,1.6561,723.5539,590.8864,468.6572,402.1016
NYLON,0.4145,635.3856,8108.6458,13588.777,0.0294,18.2213,0.5053,12.6785,31.9513,2.0861,143.9528,147.7989,110.4406,97.355
PVC,0.6806,125.8274,1090.6085,5683.6945,0.018,43.8221,0.6137,5.5842,22.602,1.7226,224.7833,188.6668,150.2944,121.5856
NYLON,2.1676,612.5921,2416.1288,13439.0111,0.0288,21.5522,0.4423,10.5932,34.6712,1.7977,414.5832,398.2088,332.0433,243.2216
NYLON,0.2228,441.5578,6038.7089,19934.8049,0.0497,45.4492,0.4258,13.9307,34.5651,2.5957,130.9547,76.6734,64.919,49.1776
NYLON,0.1117,305.4446,4266.2389,12325.1181,0.0287,42.8283,0.4903,8.4762,29.1243,1.6985,24.5003,39.2153,0.0,41.4958
NYLON,8.2086,606.2399,3757.3861,23160.8881,0.0569,38.3309,0.4915,19.1079,42.8579,4.6468,728.9401,636.5662,409.9937,447.9226
NYLON,0.2259,504.0425,6672.3951,20736.2711,0.0508,41.6449,0.3893,8.967,20.565,1.5559,28.6799,25.3854,80.4227,55.796
NYLON,4.8212,456.5626,6263.9952,16035.0091,0.0406,36.5791,0.4569,14.7234,31.2549,3.7848,654.9698,599.3377,412.3746,400.3904
NYLON,0.1327,1769.4169,10208.8151,29021.5281,0.0638,16.9499,0.3986,14.2249,46.3478,2.7388,205.6138,91.2201,59.9049,75.7118
NYLON,2.7638,1779.1871,3714.8011,12758.919,0.0275,7.0734,0.3132,7.9701,30.1647,1.4155,530.2431,530.5605,322.2974,279.7651
PVC,2.9187,120.5559,1009.3456,5057.3685,0.0152,38.7933,0.6208,4.6173,25.6349,1.541,564.5956,472.4188,369.6849,219.6765
NYLON,0.1406,219.4101,1163.6545,3092.6399,0.0117,14.4042,0.578,6.9875,19.1555,1.5973,0.0,0.0,29.7028,35.7939
PVC,0.3572,106.8496,513.4441,7954.1401,0.0264,71.0016,0.4889,4.3941,14.3716,1.7742,122.0521,84.2154,102.5664,94.1189
PVC,0.1347,163.0739,2034.7615,5886.485,0.0183,37.7459,0.6108,5.6737,27.8185,1.4269,14.2293,32.1142,51.9384,51.348
NYLON,2.2235,721.804,3379.1811,32181.5141,0.1104,46.9798,0.3973,22.6749,46.5106,4.4409,552.1984,441.3658,435.3413,355.7585
PVC,1.2215,137.3127,611.8461,4464.9993,0.0136,28.8569,0.6266,7.2578,24.401,1.473,289.4661,257.0752,220.4927,162.3297
NYLON,2.5568,1490.0539,4238.2981,5877.2813,0.0129,3.7959,0.3971,5.9043,23.4575,1.2096,481.5103,352.6704,289.7621,266.7554
PVC,8.3718,109.4586,431.9558,1703.9744,0.0054,15.1147,0.6083,2.9718,14.035,1.4577,759.0245,745.5002,516.0955,304.5628
PVC,0.6952,121.7525,423.5109,5878.8135,0.021,50.3471,0.5584,8.0165,27.3519,1.7008,185.3624,261.5053,143.2203,54.7218
PVC,0.1573,1419.0651,21542.5186,86241.4683,0.075,65.2614,0.4281,19.5828,48.4022,4.6992,264.5231,203.6113,162.7576,267.4488
NYLON,3.0419,417.0295,3593.2875,12425.7542,0.033,31.3109,0.3832,7.0853,18.0529,1.7938,549.7138,475.3046,341.0337,300.1788
NYLON,1.144,1706.4627,10042.4711,27713.9712,0.0667,16.1889,0.4054,14.5746,45.1617,2.6871,398.6645,351.9267,261.6344,265.1035
PVC,1.8039,1670.0848,19405.5753,105651.3186,0.0901,66.6441,0.424,21.9027,53.2724,5.5415,723.3005,563.3634,446.8163,415.3737
NYLON,0.3343,971.2241,28945.9838,78586.8397,0.061,74.3902,0.4472,12.6687,43.5443,1.8716,225.1715,152.1998,142.3145,108.3785
NYLON,3.8096,892.109,5998.8761,10531.5658,0.0235,11.9765,0.4786,11.5399,29.8888,3.3869,581.7793,547.2154,364.9222,329.2281
NYLON,6.3775,282.0719,2452.1635,10414.5219,0.0258,38.1411,0.4507,11.3109,26.0188,3.1731,660.7756,611.4429,413.3983,383.6789
PVC,1.4071,211.3265,469.9764,4502.1561,0.0144,20.6884,0.5726,7.5463,24.1527,4.4175,353.0809,301.0485,237.9606,230.7382
NYLON,0.205,798.8721,4070.6043,16206.6161,0.0389,20.7345,0.4632,18.8025,39.5825,4.45,133.0419,85.0794,60.5625,5.9971
NYLON,1.071,821.4233,8194.9168,33202.1123,0.101,39.3358,0.4451,20.9217,52.0068,4.5779,365.6627,279.2631,261.5421,199.708
PVC,3.1928,266.792,2133.8169,22100.4479,0.0706,78.053,0.5139,11.7975,45.4985,3.4299,668.7202,640.1279,477.603,366.0755
NYLON,2.2491,1466.1737,14289.3619,74716.6245,0.0649,52.1442,0.4181,16.1205,42.5933,2.671,624.989,504.0662,445.9718,323.6623
NYLON,1.2789,3538.2521,23362.0102,24676.4022,0.0528,7.1774,0.3951,13.2378,43.9066,1.3849,487.7936,366.662,290.7014,214.4811
PVC,0.1148,213.7165,1560.8475,10909.388,0.0358,49.6446,0.3284,4.7886,11.1393,1.3254,54.6374,37.9068,50.4466,51.8407
PVC,3.3011,991.9865,6526.9262,40717.5695,0.0327,39.6382,0.3799,15.2473,37.7298,3.2735,760.5429,629.5234,519.667,503.7094
PVC,0.1857,152.8189,256.6202,910.9472,0.0031,6.1718,0.5311,3.6548,10.7218,1.4154,54.6516,63.5525,53.6253,60.9551
NYLON,1.2165,659.6175,2763.5242,14076.1366,0.0386,19.8763,0.4323,10.5674,39.1803,1.6832,333.7744,402.9863,215.231,182.9939
PVC,3.4237,49.1847,128.4378,818.543,0.0029,16.3953,0.6166,1.3487,6.4694,0.6905,569.7364,447.0791,449.4476,277.6363
NYLON,1.9462,662.651,3180.9299,32405.0686,0.1064,50.8617,0.4207,21.1356,43.3768,3.664,546.9353,463.867,389.1982,294.2409
NYLON,9.8699,2671.3941,36159.5301,144930.8227,0.1179,58.2187,0.3458,28.952,59.5578,5.6262,869.4529,790.8053,622.5482,577.4443
NYLON,0.3103,901.4468,4187.3852,16483.329,0.0356,18.4938,0.4637,14.6134,42.1806,2.5902,149.7509,116.9341,102.2111,110.256
PVC,3.7863,84.1523,282.968,1189.1663,0.004,15.5474,0.6695,2.7968,10.1091,2.2891,621.0952,531.825,425.1744,398.1687
NYLON,0.1763,2287.838,32806.4949,73283.674,0.0603,30.6763,0.4139,14.3381,39.447,1.9692,175.6842,166.8089,155.435,117.5708
NYLON,0.3212,2196.6321,15088.9753,84140.9145,0.0664,37.548,0.41,18.2281,49.1693,3.0951,185.0163,173.372,199.4978,173.3345
NYLON,5.9481,417.9168,1413.2575,6347.954,0.0175,15.6545,0.5152,8.6716,29.529,1.9143,653.5856,595.0448,433.3059,303.7745
PVC,0.1635,468.4032,2499.735,38253.655,0.1222,79.0702,0.4814,14.9094,55.7276,2.456,204.7972,158.2081,119.3278,114.4982
PVC,8.804,103.125,244.7356,2720.0043,0.0082,27.4557,0.4914,2.8876,8.8021,1.024,924.516,617.8548,558.7538,449.3589
NYLON,8.7738,574.244,3881.0429,13051.1374,0.0333,24.5922,0.439,12.6544,34.7182,2.6014,732.5599,644.994,401.6419,379.1731
PVC,5.7623,996.6989,3555.7045,25987.5794,0.0189,25.553,0.4718,11.099,31.7553,2.6259,826.78,604.8734,525.2452,311.313
NYLON,0.3723,217.5915,724.8719,6068.2876,0.023,31.7269,0.5954,8.7744,24.1643,2.2827,73.6567,67.185,82.872,62.5901
PVC,0.5084,874.3047,6995.3517,21456.2857,0.0165,25.3544,0.4128,10.41,25.068,2.3832,197.8806,168.7765,152.0005,115.9078
NYLON,0.2835,467.6534,3236.094,9286.2116,0.0227,20.7155,0.4133,13.5414,30.009,2.5821,65.6385,35.5316,83.8749,60.5472
NYLON,4.9716,772.8783,5026.5635,25286.5722,0.0583,32.9802,0.5068,21.8134,46.8277,6.617,652.3695,537.2355,423.0655,344.2482
PVC,0.2902,635.0506,4466.1496,26058.5101,0.0209,37.5641,0.4952,10.8084,33.3846,2.7822,177.8199,164.7978,186.7021,116.7412
PVC,0.6073,377.1767,653.4858,1355.5638,0.0051,3.9037,0.4768,3.9782,13.0995,1.7844,254.2282,202.2606,140.1992,104.3403
NYLON,1.344,672.3769,2599.0073,7185.9792,0.0187,9.7605,0.4961,8.5122,30.8782,1.4569,291.7804,253.1234,164.7293,167.4229
PVC,1.0273,459.7146,2423.6745,35925.6953,0.1232,76.2948,0.475,14.1291,55.0118,2.5526,471.2927,293.1165,281.2355,272.2678
NYLON,1.4546,824.6166,7976.2058,32107.9796,0.1079,41.1156,0.4213,20.6148,52.1233,4.5959,439.1022,331.2998,314.6257,221.3684
NYLON,2.9237,649.1271,3952.4723,11140.9032,0.0287,19.675,0.4614,11.0574,27.9449,3.1277,539.0817,428.7167,311.4909,222.9536
NYLON,9.337,576.4998,4285.8858,14131.1805,0.0335,26.7421,0.4237,9.5409,23.1469,1.6208,697.5082,628.8176,421.8437,325.1487
PVC,1.1896,162.1012,987.4503,7949.8365,0.0272,50.0031,0.6146,6.0924,32.2236,2.0113,329.977,261.099,236.9581,187.7685
PVC,0.2366,108.9823,507.2946,7763.3976,0.0253,72.1028,0.483,4.0342,15.5397,1.6775,104.8649,116.7968,75.5191,21.8957
PVC,0.1442,175.3098,2001.7009,12372.0299,0.0397,69.3409,0.569,8.9184,37.6945,2.6362,83.4867,69.1071,62.8813,19.108
NYLON,3.2485,2491.488,30717.9877,93103.556,0.0752,37.235,0.4037,19.6837,50.1193,2.2191,695.3368,550.9688,493.4934,413.3248
NYLON,2.1153,573.2011,4237.3346,7964.1923,0.0257,13.8738,0.5405,12.2734,32.6363,2.2679,415.2984,361.0741,244.9434,266.7222
PVC,0.3358,127.15,554.6246,3855.4064,0.0121,29.0387,0.6202,5.7886,20.0312,1.6853,120.1527,86.8834,59.5458,93.9187
NYLON,0.5318,759.6395,5886.0091,23804.4008,0.0788,29.9718,0.4753,19.2323,48.2515,3.8875,253.0418,228.3578,213.9752,153.7655
PVC,9.7015,551.9546,7094.0187,17825.8479,0.0591,34.9234,0.4913,10.6606,42.3557,2.3668,863.638,696.4728,638.6118,437.6751
PVC,4.4096,132.1548,1165.4331,7629.7953,0.0247,57.7908,0.68,6.4313,32.0829,1.6261,754.6459,617.953,494.8919,396.8402
NYLON,0.2985,317.019,2942.3804,7005.4082,0.0149,22.79,0.5278,8.5505,25.5922,1.6877,176.4985,96.8624,55.715,109.083
